confidence,card,cond,qty,collx_ask,ebay_sold_for,ebay_date,location,collx_id,ebay_title
High,2024 Aaron Judge #7,RAW,1,1.18,$200.00,Jun-16-26,,947430397553463296,2024 Topps Black and White AARON JUDGE /49 Blue Parallel SP Yankees #7 PSA 10
High,2025 Cedric Coward #RTS-11,RAW,1,1.99,$1.75,May-09-26,,920521675195601920,2025-26 Topps Finest Cedric Coward #11 Common RC Grizzlies
High,2025 Dylan Harper #RTS-2,RAW,1,35.0,$3.98,Jul-03-26,,920422557810147328,DYLAN HARPER 2025-26 Topps Chrome #GR-2 Spurs RC Rookie Basketball NBA
High,2022 Malik Willis #272,RAW,1,1.99,$1.99,Jun-04-26,VAS,697045313,2022 Panini Mosaic Malik Willis #272 Mosaic Tennessee Titans
High,2023 Tuli Tuipulotu #354,RAW,1,1.99,$1.99,Jun-18-26,VAS,697045318,2023 Panini Prizm Tuli Tuipulotu #354 Silver Los Angeles Chargers
High,2019 Kyle Tucker #ROYF-1,RAW,1,3.99,$1.79,Jun-25-26,TY-KC,697039467,2019 Bowman Kyle Tucker #ROYF-1 Rookie of the Year Favorites Houston Astros
High,2013 Hank Aaron #67,RAW,1,1.99,$1.99,Jun-03-26,TY-KC,697039470,2013 Topps Allen & Ginter Hank Aaron #67 Atlanta Braves
High,2025 Anthony Edwards #25,RAW,1,3.99,$2.50,Jun-19-26,WHT-MISC,697022818,2025 Panini NSCC VIP Gold Packs Anthony Edwards #25
High,2023 Tom Brady #MA-5,RAW,1,2.99,$2.65,May-04-26,VAS-MS,697011378,2023 Topps Composite Tom Brady #MA-5 Modern Artists New England Patriots
High,2023 Josue De Paula #BPPF-111,RAW,1,2.09,$3.00,Jun-20-26,TY-KC,696964826,2023 Bowman JOSUE DE PAULA #BCP-111 Chrome 1st Prospect Dodgers
High,2024 Tyler Glasnow #54,RAW,1,3.59,$3.00,Apr-26-26,,696892617,Tyler Glasnow 2024 Topps Chrome #54 Aqua Refractors Los Angeles Dodgers #/199
High,2024 Wade Meckler #22,RAW,1,6.99,$5.50,Jun-06-26,,696862745,Wade Meckler 2024 Topps Chrome #22 Green Raywave Refractors Giants #/99
High,2024 Felnin Celesten #PD-99,RAW,1,8.29,$2.99,Jun-12-26,,696860441,2024 Topps Pro Debut Felnin Celesten #PD-99 Sparkle Foil 50/175
High,2023 Junior Caminero #72,RAW,1,2.09,$2.84,Jul-05-26,,696860387,2023 Leaf TRINITY JUNIOR CAMINERO #72 Tampa Bay Rays
High,2017 George Brett #55,RAW,1,2.99,$2.99,Jun-28-26,,696860354,George Brett 2017 Topps Gold Label #55 Kansas City Royals
High,2024 Terry McLaurin #289,RAW,1,9.96,$6.00,Jul-09-26,,696288518,TERRY MCLAURIN 2024 Panini Prizm #289 Black and White Checker Commanders
High,2024 Luka Doncic #5,RAW,1,6.19,$2.25,Apr-15-26,,696288041,2024-25 Panini Prizm Deca Luka Doncic #5 Downtown Bound Mavericks
High,2025 James Wood #29,RAW,1,2.5,$2.50,Jul-02-26,,692633337,JAMES WOOD 2025 Bowman #29 Mojo Washington Nationals
Medium,2025 Max Clark #BDC-48,RAW,1,15.0,$2.69,Apr-20-26,,1022755533303043072,2025 Panini Caitlin Clark Chronicled #48 WNBA Holo Fever
Medium,2025 Jesús Made #PP-16,RAW,1,3.99,$2.55,Jun-24-26,,1022645574305303552,2025 Bowman Chrome Jesus Made #MM-16 Melt Mashers Brewers
Low,2024 Cristiano Ronaldo #USC-28,RAW,1,55.0,$5.63,Jun-17-26,,1110387797653611520,2023-24 Topps Stadium Club Chrome UEFA Cristiano Ronaldo #7 Man U
Low,2022 Erling Haaland #84,RAW,1,7.0,$9.08,Apr-17-26,,1110387763646194688,2022 Panini Select Premier League Erling Haaland #208 Red Ice Field Level
Low,2025 Konnor Griffin #B25-KG,RAW,1,455.0,$14.00,May-08-26,,1101216223029626880,2025 Bowman's Best KONNOR GRIFFIN #BS-15 Showpieces Pirates
Low,2025 Colin Yeaman #CPA-CY,RAW,1,5.0,$2.99,Jul-09-26,,1096837182824167424,2025 Bowman Draft Sapphire COLIN YEAMAN #BDC-47 Chrome 1st Prospect Orioles
Low,2025 Jordan Sanchez #CPA-JOS,RAW,1,6.0,$6.00,Jun-30-26,,1096837162616010752,2025 Bowman Chrome JORDAN SANCHEZ #CPA-JOS Auto 1st Prospect Orioles
Low,2025 Elly De La Cruz #BA-18,RAW,1,99.0,$39.00,Jun-24-26,,1091810391051186176,2025 Topps Bob Ross: Joy of Baseball Elly De La Cruz #BT-13 Budding Talent /99
Low,2025 Ike Irish #PP-8,RAW,1,20.0,$65.00,Jul-04-26,,1091810348780990464,2025 Bowman Draft IKE IRISH #BDC-16 Chrome College Variation
Low,2023 Lamine Yamal #WK3,PSA 9,1,125.0,$72.12,Apr-21-26,,1091691064922515456,2023-24 Donruss Lamine Yamal Cubic Rated Rookie #177 Barcelona PSA 9
Low,2025 Cristopher Acosta #CPA-CAC,RAW,1,3.31,$3.99,May-09-26,,1062754411870352384,2025 Bowman Chrome CRISTOPHER ACOSTA #CPA-CAC Auto 1st Prospect Brewers
Low,2025 Eli Willits #TP-20,RAW,1,5.0,$2.75,May-08-26,,1062754339770266624,2025 Bowman Draft ELI WILLITS #BDC-1 Chrome 1st Prospect Nationals
Low,2025 Maxime Raynaud #ESG-MR,RAW,1,75.0,$75.00,May-27-26,,1062754315485246464,2025-26 Topps Finest Maxime Raynaud RC #ESG-MR Electrifying Auto Yellow Geo /35
Low,2025 Jacob Wilson #USC150,RAW,1,1.25,$3.50,May-16-26,,1061304667436257280,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 JJ Wetherholt #BDC-145,RAW,1,2.5,$9.50,Jul-06-26,,1061304659760680960,2025 Bowman JJ WETHERHOLT #BCP-22 Chrome Mega Box Refractor 1st Prospect
Low,2025 Gavin Kilen #PP-14,RAW,1,1.5,$1.50,May-26-26,,1061304652319985664,2025 Bowman Draft Gavin Kilen #BDC-40 Chrome Mojo Refractor 1st Prospect Giants
Low,2025 Nick Kurtz #C-16,RAW,1,5.0,$4.90,Jul-03-26,,1061304629486194688,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Konnor Griffin #TP-27,RAW,1,14.0,$14.00,May-08-26,,1061304633193959424,2025 Bowman's Best KONNOR GRIFFIN #BS-15 Showpieces Pirates
Low,2025 Carlos Correa #USC164,RAW,1,1.25,$29.00,May-07-26,,1061304610485997568,2025 Topps Chrome Update Carlos Correa #USC164 Orange Geometric Refractor /25
Low,2025 Jacob Wilson #1,RAW,1,1.99,$3.50,May-16-26,,1061304567980920832,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 Nick Kurtz #USC180,RAW,1,2.0,$4.90,Jul-03-26,,1061304560020131840,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Nick Kurtz #USC178,RAW,1,5.0,$4.90,Jul-03-26,,1061304539509985280,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Logan VanWey #USC141,RAW,1,2.0,$5.50,Apr-22-26,,1061304518328750080,2025 Topps Chrome Update Logan VanWey #USC141 Gold Geometric Refractor /50 RC
Low,2025 Cam Smith #77b,RAW,1,1.99,$4.89,Apr-23-26,,1059872962913757184,2025 Topps Chrome Sapphire Cam Smith Rookie Houston Astros RC #USC145
Low,2025 Andrew Salas #MM-17,RAW,1,1.26,$3.00,Jul-02-26,,1059872966814459904,2025 Bowman Chrome ANDREW SALAS #BCP-156 Prospects Mini-Diamond Miami Marlins
Low,2025 Ethan Frey #CPA-EF,RAW,1,69.0,$11.00,May-11-26,,1059872954642589696,2025 Bowman Draft Ethan Frey #BDC-67 Chrome Sparkle Refractor 1st Prospect
Low,2025 Nate Snead #BDC-38,RAW,1,1.5,$12.00,Jun-14-26,,1059872892625610752,2025 Bowman Draft Nate Snead #CPA-NSN Chrome Auto Refractor /499 1st Prospect
Low,2025 Roman Anthony #BCP-167,RAW,1,24.99,$1.99,Apr-24-26,,1059872879983978496,2026 Topps Roman Anthony #SMLB-25 Stars of MLB Crackleboard Foil RC Red Sox
Low,2025 Mason Morris #BDC-66,RAW,1,1.75,$5.75,May-09-26,,1059872867275237376,2025 Bowman Draft MASON MORRIS #CPA-MM Chrome Auto 1st Prospect Reds
Low,2025 Konnor Griffin #FG-4,RAW,1,6.5,$14.00,May-08-26,,1059872858685302784,2025 Bowman's Best KONNOR GRIFFIN #BS-15 Showpieces Pirates
Low,2025 Jacob Wilson #MM-7,RAW,1,1.89,$3.50,May-16-26,,1059872850850342912,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 Nick Kurtz #MV-11,RAW,1,2.49,$4.90,Jul-03-26,,1059872838368094208,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2024 Victor Wembanyama #6,RAW,1,12.0,$2.55,May-25-26,,1054272312996007936,2024-25 Panini Revolution Victor Wembanyama #79 Spurs
Low,2025 Anthony Edwards #151,RAW,1,23.0,$2.50,Jun-19-26,,1054272300278878208,2025 Panini NSCC VIP Gold Packs Anthony Edwards #25
Low,2025 Victor Wembanyama #195,RAW,1,2.99,$2.55,May-25-26,,1054272282931236864,2024-25 Panini Revolution Victor Wembanyama #79 Spurs
Low,2025 Liam Doyle #B25-LDO,RAW,1,31.99,$4.00,May-03-26,,1054255395120188416,2025 Bowman Draft Liam Doyle #BDC-12 Chrome Refractor 1st Prospect Cardinals
Low,2026 Jac Caglianone #138,RAW,1,1.27,$1.50,Apr-18-26,,1048879138484527104,2026 Topps Jac Caglianone #T91-42 1991 RC Royals
Low,2026 Cam Schlittler #T91-86,RAW,1,2.03,$1.99,Apr-19-26,,1048879113704579072,2026 Topps Cam Schlittler #T91-86 1991 RC Yankees
Low,2025 Cam Smith #29,RAW,1,5.59,$4.89,Apr-23-26,,1048879099251007488,2025 Topps Chrome Sapphire Cam Smith Rookie Houston Astros RC #USC145
Low,2025 Cam Smith #29,RAW,1,4.79,$4.89,Apr-23-26,,1048879102740668416,2025 Topps Chrome Sapphire Cam Smith Rookie Houston Astros RC #USC145
Low,2025 Ike Irish #PP-8,RAW,1,1.99,$65.00,Jul-04-26,,1048879078237544448,2025 Bowman Draft IKE IRISH #BDC-16 Chrome College Variation
Low,2025 Cam Smith #USC19,RAW,1,7.98,$4.89,Apr-23-26,,1047252032771876864,2025 Topps Chrome Sapphire Cam Smith Rookie Houston Astros RC #USC145
Low,2025 JB Middleton #BDC-78,RAW,1,6.99,$10.75,Jun-29-26,,1046833696337067008,2025 Bowman Draft JB Middleton #CPA-JM Chrome Auto Refractor /499 1st Prospect
Low,2024 Stephon Castle #16,RAW,1,4.29,$14.25,Apr-21-26,,1043923567795027968,2024 Panini Donruss Optic Stephon Castle #254 Holo Prizm RC Rated Rookie
Low,2025 Caitlin Clark #72,RAW,1,3.99,$2.69,Apr-20-26,,1043923552729088000,2025 Panini Caitlin Clark Chronicled #48 WNBA Holo Fever
Low,2025 Caitlin Clark #36,RAW,1,54.29,$2.69,Apr-20-26,,1043923544550195200,2025 Panini Caitlin Clark Chronicled #48 WNBA Holo Fever
Low,2025 Caitlin Clark #69,RAW,1,4.0,$2.69,Apr-20-26,,1043923540649492480,2025 Panini Caitlin Clark Chronicled #48 WNBA Holo Fever
Low,2025 Caitlin Clark #38,RAW,1,2.69,$2.69,Apr-20-26,,1043923529383591936,2025 Panini Caitlin Clark Chronicled #48 WNBA Holo Fever
Low,2024 Donovan Clingan #11,RAW,1,1.99,$10.00,Apr-24-26,,1043923505106960384,2024-25 Panini Obsidian Donovan Clingan Electric Etch Caldera Flood #175 SSP
Low,2024 Donovan Clingan #272,RAW,1,2.59,$10.00,Apr-24-26,,1043923490015854592,2024-25 Panini Obsidian Donovan Clingan Electric Etch Caldera Flood #175 SSP
Low,2024 Luka Doncic #1,RAW,1,1.99,$2.25,Apr-15-26,,1043923474631147520,2024-25 Panini Prizm Deca Luka Doncic #5 Downtown Bound Mavericks
Low,2024 Stephon Castle #14,RAW,1,3.59,$14.25,Apr-21-26,,1043923454079057920,2024 Panini Donruss Optic Stephon Castle #254 Holo Prizm RC Rated Rookie
Low,2025 Cade Obermueller #CPA-CO,RAW,1,7.99,$9.49,Jul-01-26,,1042504035083762688,2025 Bowman Draft CADE OBERMUELLER #CPA-CO Chrome Auto 1st Prospect Phillies
Low,2025 Konnor Griffin #BDC-102,RAW,1,16.38,$14.00,May-08-26,,1042486305913171968,2025 Bowman's Best KONNOR GRIFFIN #BS-15 Showpieces Pirates
Low,2025 Stephen Curry #SF-1,RAW,1,45.0,$15.95,May-12-26,,1035799608568248320,2025-26 Finest Stephen Curry #74 Oil Spill Refractor Golden State Warriors
Low,2025 Trevor Cohen #BDC-46,RAW,1,3.95,$7.00,May-09-26,,1034549126255304704,2025 Bowman Draft TREVOR COHEN #CPA-TC Chrome Auto 1st Prospect Giants
Low,2025 Mason Morris #BDC-66,RAW,1,1.79,$5.75,May-09-26,,1033779111204236288,2025 Bowman Draft MASON MORRIS #CPA-MM Chrome Auto 1st Prospect Reds
Low,2025 Jacob Wilson #1,RAW,1,3.99,$3.50,May-16-26,,1033049353018115072,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 Kyle Teel #PD-185,RAW,1,2.5,$1.50,May-06-26,,1033049339940275200,2025 Bowman Chrome KYLE TEEL #MV-2 Max Volume White Sox
Low,2024 Baltimore Orioles #192,RAW,1,1.99,$3.25,Jul-02-26,,1025652292131201024,2024 Topps Update JACKSON HOLLIDAY #US97 Rainbow Foil Baltimore Orioles
Low,2024 Tyler Glasnow #89,RAW,1,1.99,$3.00,Apr-26-26,,1025652164162985984,Tyler Glasnow 2024 Topps Chrome #54 Aqua Refractors Los Angeles Dodgers #/199
Low,2024 Shohei Ohtani #2,RAW,1,40.0,$3.80,Jul-04-26,,1025634877601487872,SHOHEI OHTANI 2024 Topps Now #16 /50 Dodgers Baseball MLB
Low,2024 Aaron Judge #4,RAW,2,5.14,$200.00,Jun-16-26,,1025634881057594368,2024 Topps Black and White AARON JUDGE /49 Blue Parallel SP Yankees #7 PSA 10
Low,2024 Jackson Merrill #699b,RAW,1,22.0,$7.00,Apr-28-26,,1025634869716196352,2024 Bowman's Best Jackson Merrill #56 Aqua Lava Refractor 14/199 RC Padres
Low,2024 Jackson Holliday #697b,RAW,1,9.59,$3.25,Jul-02-26,,1025634873558178816,2024 Topps Update JACKSON HOLLIDAY #US97 Rainbow Foil Baltimore Orioles
Low,2024 Chicago Cubs #165,RAW,1,1.99,$2.00,Jun-28-26,,1025634830373624832,2024 Bowman Draft Sapphire Edition Ariel Armas #BDC-109 Chicago Cubs
Low,2025 Drake Baldwin #U90-32,RAW,1,0.99,$38.00,May-07-26,,1025525793845414912,2025 Bowman Chrome DRAKE BALDWIN #75 Red RC Variation Braves
Low,2025 Jacob Wilson #139,RAW,1,4.0,$3.50,May-16-26,,1025525785062542336,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 Aaron Judge #38,RAW,1,4.99,$13.00,May-10-26,,1024286470352191488,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2025 Shohei Ohtani #46,RAW,1,20.0,$14.00,Jun-18-26,,1024286460822732800,2025 Topps Pristine SHOHEI OHTANI #160 Dodgers
Low,2025 Jac Caglianone #TP-3,RAW,1,3.3,$2.50,May-05-26,,1024286449783324672,2025 Bowman Chrome JAC CAGLIANONE #IT-4 It Came to the League Royals
Low,2025 Charlie Condon #TP-8,RAW,1,2.5,$1.99,May-16-26,,1024286428878913536,2025 Bowman's Best Charlie Condon #P-6 Pixel Portraits Rockies
Low,2025 Joan Beringer #217,RAW,1,20.0,$3.00,Jul-09-26,,1023517759629182976,2025-26 Topps Chrome JOAN BERINGER #267 Pulsar Refractor Minnesota Timberwolves
Low,2025 Noa Essengue #262,RAW,1,10.0,$3.00,Jun-16-26,,1023517674476423168,2025-26 Topps Finest Noa Essengue #12 Common X-Fractor RC Bulls
Low,2026 Jac Caglianone #BTP-22,RAW,1,1.75,$1.50,Apr-18-26,,1022755564760323072,2026 Topps Jac Caglianone #T91-42 1991 RC Royals
Low,2025 Andrew Salas #BDC-34,RAW,1,8.99,$3.00,Jul-02-26,,1022755539544167424,2025 Bowman Chrome ANDREW SALAS #BCP-156 Prospects Mini-Diamond Miami Marlins
Low,2025 Kade Anderson #BIA-8,RAW,1,3.59,$24.00,May-07-26,,1022755512121807872,2025 Bowman Draft Sapphire KADE ANDERSON #BDC-3 Chrome 1st Prospect Mariners
Low,2025 Josuar Gonzalez #BDC-182,RAW,1,1.6,$3.25,Jun-01-26,,1022755501921260544,2025 Bowman Chrome JOSUAR GONZALEZ #BCP-153 1st Prospect Giants
Low,2026 Jac Caglianone #T91-42,RAW,1,2.0,$1.50,Apr-18-26,,1022645619830279168,2026 Topps Jac Caglianone #T91-42 1991 RC Royals
Low,2026 Jac Caglianone #TP-22,RAW,2,2.0,$1.50,Apr-18-26,,1022645623093447680,2026 Topps Jac Caglianone #T91-42 1991 RC Royals
Low,2026 Cole Young #91C-8,RAW,1,2.25,$22.03,May-06-26,,1022645600326765568,2026 Topps Cole Young #T91-98 1991 Blue 60/150 RC Mariners
Low,2026 Aaron Judge #TP-18,RAW,1,1.99,$10.25,Jun-27-26,,1022645547344317440,2026 Topps Chrome Black AARON JUDGE #8 Yankees
Low,2025 Jesus Made #BDC-196,RAW,1,2.79,$2.55,Jun-24-26,,1022645550238387200,2025 Bowman Chrome Jesus Made #MM-16 Melt Mashers Brewers
Low,2025 Liam Doyle #PP-4,RAW,1,1.99,$4.00,May-03-26,,1022645540541156352,2025 Bowman Draft Liam Doyle #BDC-12 Chrome Refractor 1st Prospect Cardinals
Low,2025 Dax Kilby #PP-12,RAW,1,2.25,$2.00,Jun-01-26,,1022645506198195200,2025 Bowman Draft DAX KILBY #BDC-146 Chrome 1st Prospect Yankees
Low,2025 Zyhir Hope #BIA-11,RAW,1,2.5,$9.00,May-29-26,,1022645509679467520,2025 Bowman Draft ZYHIR HOPE #A-15 Axis Chrome Green Refractor /99 Dodgers
Low,2025 Max Belyeu #CPA-MB,RAW,1,59.0,$13.99,May-08-26,,1019276328550295552,2025 Bowman Draft Max Belyeu #CPA-MB Chrome Auto Mojo Refractor /150 Rockies
Low,2025 Charlie Condon #PP-20,RAW,1,1.0,$1.99,May-16-26,,1019261210591427584,2025 Bowman's Best Charlie Condon #P-6 Pixel Portraits Rockies
Low,2025 Max Belyeu #BDC-5,RAW,1,18.99,$13.99,May-08-26,,1019261144522750976,2025 Bowman Draft Max Belyeu #CPA-MB Chrome Auto Mojo Refractor /150 Rockies
Low,2025 Andrew Salas #BDC-34,RAW,1,2.59,$3.00,Jul-02-26,1/2,1013996176947922944,2025 Bowman Chrome ANDREW SALAS #BCP-156 Prospects Mini-Diamond Miami Marlins
Low,2025 Billy Carlson #CPA-BC,RAW,1,69.6,$5.95,Jun-21-26,1/2,1013980274797955072,2025 Bowman Draft Sapphire BILLY CARLSON #BDC-10 Chrome 1st Prospect White Sox
Low,2024 Felnin Celesten #BD-76,RAW,1,3.55,$2.99,Jun-12-26,1/2,1013980244758349824,2024 Topps Pro Debut Felnin Celesten #PD-99 Sparkle Foil 50/175
Low,2025 Karl-Anthony Towns #179,RAW,1,8.99,$35.00,May-05-26,,1010997276557529088,2025-26 Topps Chrome Karl-Anthony Towns #SS-KAT Signature Style Refractors
Low,2025 Allen Iverson #CG-29,RAW,1,1.75,$6.45,Jul-06-26,,1010997259729981440,2025-26 Topps Finest ALLEN IVERSON #M-1 Muse X-fractor 76ers Basketball
Low,2025 Paul Skenes #ASG-27,RAW,2,2.99,$4.00,May-11-26,,1010623175334579200,2025 Topps Cosmic Chrome PAUL SKENES #100 Pirates
Low,2025 Nick Kurtz #90CU-21,RAW,1,3.99,$4.90,Jul-03-26,,1010623180887837696,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Gavin Kilen #A-5,RAW,1,3.23,$1.50,May-26-26,,1010623160201530368,2025 Bowman Draft Gavin Kilen #BDC-40 Chrome Mojo Refractor 1st Prospect Giants
Low,2025 Mike Trout #F15-3,RAW,1,1.99,$5.29,May-11-26,,1010623126991031296,2025 Bowman's Best Mike Trout #P-9 Pixel Portraits Angels
Low,2025 James Wood #USC95,RAW,2,1.99,$2.50,Jul-02-26,,1010623132913388544,JAMES WOOD 2025 Bowman #29 Mojo Washington Nationals
Low,2025 Billy Carlson #BIA-19,RAW,1,3.99,$5.95,Jun-21-26,,1010623101036678144,2025 Bowman Draft Sapphire BILLY CARLSON #BDC-10 Chrome 1st Prospect White Sox
Low,2025 Ike Irish #BDN-6,RAW,1,1.99,$65.00,Jul-04-26,,1010623075946351616,2025 Bowman Draft IKE IRISH #BDC-16 Chrome College Variation
Low,2025 Liam Doyle #PP-4,RAW,1,4.49,$4.00,May-03-26,,1010623070040771584,2025 Bowman Draft Liam Doyle #BDC-12 Chrome Refractor 1st Prospect Cardinals
Low,2025 Ike Irish #A-9,RAW,1,1.5,$65.00,Jul-04-26,,1010623073010338816,2025 Bowman Draft IKE IRISH #BDC-16 Chrome College Variation
Low,2025 Ike Irish #PP-8,RAW,1,1.99,$65.00,Jul-04-26,,1010623060620364800,2025 Bowman Draft IKE IRISH #BDC-16 Chrome College Variation
Low,2025 Gavin Kilen #A-5,RAW,1,1.7,$1.50,May-26-26,,1010623053783649280,2025 Bowman Draft Gavin Kilen #BDC-40 Chrome Mojo Refractor 1st Prospect Giants
Low,2025 Nick Kurtz #US201,RAW,1,10.0,$4.90,Jul-03-26,,1009724633968313344,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2026 Roman Anthony #TOG-9,RAW,1,3.0,$1.99,Jun-18-26,,1007375164532592640,2026 Bowman ROMAN ANTHONY #18 Chrome Rookie Red RC Variation Sox
Low,2026 Jacob Misiorowski #SMLB-26,RAW,1,1.52,$6.00,Jun-15-26,,1007375091308433408,2026 Bowman Mega Box Jacob Misiorowski #BST-13 Sterling Chrome Mojo Refractor
Low,2026 Bubba Chandler #283,RAW,1,2.25,$5.50,Apr-20-26,,1007375094823260160,2026 Topps Bubba Chandler #91R-BC 1991 Relic MEM RC Pirates
Low,2026 Jac Caglianone #TOG-12,RAW,2,1.5,$1.50,Apr-18-26,,1007375087399342080,2026 Topps Jac Caglianone #T91-42 1991 RC Royals
Low,2025 Travis Bazzana #131,RAW,1,1.99,$2.50,May-25-26,,1004647100225658880,2025 Bowman Draft TRAVIS BAZZANA #BDC-49 Chrome X-Fractor Guardians
Low,2025 James Wood #41,RAW,1,1.99,$2.50,Jul-02-26,,1004647103715319808,JAMES WOOD 2025 Bowman #29 Mojo Washington Nationals
Low,2025 Jacob Wilson #76,RAW,1,1.99,$3.50,May-16-26,,1004647090947858432,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2019 Kyle Tucker #94,RAW,1,1.99,$1.79,Jun-25-26,,1004647083414888448,2019 Bowman Kyle Tucker #ROYF-1 Rookie of the Year Favorites Houston Astros
Low,2019 Kyle Tucker #60,RAW,1,1.99,$1.79,Jun-25-26,,1004647079665180672,2019 Bowman Kyle Tucker #ROYF-1 Rookie of the Year Favorites Houston Astros
Low,2025 Jacob Wilson #76,RAW,1,1.99,$3.50,May-16-26,,1004647065681371136,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 Jesus Made #BP-66,RAW,1,1.99,$2.55,Jun-24-26,,1001649823215099904,2025 Bowman Chrome Jesus Made #MM-16 Melt Mashers Brewers
Low,2025 James Wood #181,RAW,1,1.5,$2.50,Jul-02-26,,1001649826503434240,JAMES WOOD 2025 Bowman #29 Mojo Washington Nationals
Low,2025 Jacob Wilson #9,RAW,1,1.25,$3.50,May-16-26,,1001649819180179456,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2024 Pete Crow-Armstrong #89B2-5,RAW,1,8.0,$5.25,Jul-08-26,,1001649799206903808,PETE CROW-ARMSTRONG 2024 Topps #89B2-5 1989 35th Anniversary Foil Cubs RC Rookie
Low,2025 Jacob Wilson #314,RAW,1,1.5,$3.50,May-16-26,,1001649802528792576,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 JJ Wetherholt #GL-17,RAW,1,1.99,$9.50,Jul-06-26,,1001649767816732672,2025 Bowman JJ WETHERHOLT #BCP-22 Chrome Mega Box Refractor 1st Prospect
Low,2025 Jac Caglianone #BCP-103,RAW,1,1.75,$2.50,May-05-26,,1001649760803856384,2025 Bowman Chrome JAC CAGLIANONE #IT-4 It Came to the League Royals
Low,2025 Charlie Condon #BP-75,RAW,1,1.29,$1.99,May-16-26,,1001649747138813952,2025 Bowman's Best Charlie Condon #P-6 Pixel Portraits Rockies
Low,2025 James Wood #SMLB-18,RAW,1,1.59,$2.50,Jul-02-26,,1001649732727185408,JAMES WOOD 2025 Bowman #29 Mojo Washington Nationals
Low,2025 Jac Caglianone #BCP-103,RAW,1,3.5,$2.50,May-05-26,,1001649726351843328,2025 Bowman Chrome JAC CAGLIANONE #IT-4 It Came to the League Royals
Low,2025 Aaron Judge #PP-1,RAW,1,3.49,$13.00,May-10-26,,999715687076171776,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2025 Dax Kilby #PP-12,RAW,1,2.85,$2.00,Jun-01-26,,999035091938708480,2025 Bowman Draft DAX KILBY #BDC-146 Chrome 1st Prospect Yankees
Low,2025 Jacob Wilson #1,RAW,1,2.99,$3.50,May-16-26,,996617356631536640,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 Nick Kurtz #93,RAW,1,8.5,$4.90,Jul-03-26,,996617360364467200,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Nick Kurtz #213,RAW,1,1.99,$4.90,Jul-03-26,,996617346984637440,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Cris Rodriguez #BMA-CR,RAW,1,50.0,$1.69,Jul-02-26,,996617350583350272,2025 Bowman Chrome CRIS RODRIGUEZ #BCP-250 1st Prospect Tigers
Low,2025 Jacob Wilson #1,RAW,1,2.25,$3.50,May-16-26,,996617353754244096,2025 Bowman's Best JACOB WILSON #P-4 Pixel Portraits RC Athletics
Low,2025 Charlie Condon #BCP-248,RAW,1,1.99,$1.99,May-16-26,,996617323412648960,2025 Bowman's Best Charlie Condon #P-6 Pixel Portraits Rockies
Low,2025 Cam Smith #US45,RAW,1,3.59,$4.89,Apr-23-26,,996617319973319680,2025 Topps Chrome Sapphire Cam Smith Rookie Houston Astros RC #USC145
Low,2025 Nick Kurtz #US201,RAW,1,2.25,$4.90,Jul-03-26,,996617291846317056,2025 Bowman's Best NICK KURTZ #42 Refractor RC Athletics Rookie
Low,2025 Cam Smith #77,RAW,1,1.99,$4.89,Apr-23-26,,996617284070077440,2025 Topps Chrome Sapphire Cam Smith Rookie Houston Astros RC #USC145
Low,2025 Paul Skenes #30,RAW,1,2.49,$4.00,May-11-26,,996617272753845248,2025 Topps Cosmic Chrome PAUL SKENES #100 Pirates
Low,2025 Aaron Judge #99,RAW,1,1.99,$13.00,May-10-26,,996617237043540992,2025 Bowman's Best AARON JUDGE #P-23 Pixel Portraits Yankees
Low,2024 Drake Maye #27,RAW,1,4.5,$2.25,Jul-03-26,,995883215918356480,DRAKE MAYE 2024 Panini Select #20 Patriots RC Rookie Football NFL
