Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"226866231604",2022 Panini Select Draft PICKS - Concourse Travis Kelce #30 Blue,,FB-1030,"1","FIXED_PRICE","USD",1.59,,,1.59,"0","","","Jul-14-25 14:39:15 PDT","Sep-14-26 14:39:15 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226866233240",2022 Panini Select Draft PICKS - Concourse Trevor Lawrence #39 Blue,,FB-1033,"1","FIXED_PRICE","USD",1.59,,,1.59,"0","","","Jul-14-25 14:41:39 PDT","Sep-14-26 14:41:39 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226869443069",2021 Leaf YOUNG Stars ANSU FATI Soccer FC Barcelona Spain Autograph Auto,,CDP-AABE045,"1","FIXED_PRICE","USD",54.29,,,54.29,"0","0","","Jul-16-25 11:39:04 PDT","Sep-16-26 11:39:04 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226871121315",2023 MIDNIGHT HORIZON Signatures Twilight Olivier-Maxence Prosper Auto RC /199,,BB-1001,"1","FIXED_PRICE","USD",6.5,,,6.5,"0","0","","Jul-17-25 08:09:33 PDT","Sep-17-26 08:09:33 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226873346451",2024-25 Panini Prizm MONOPOLY Basketball Cade Cunningham #64 Detroit Pistons,,CDP-A17A5D0,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-18-25 09:10:17 PDT","Sep-18-26 09:10:17 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226873348125",2024-25 Panini Prizm MONOPOLY #LEG3 Larry Bird Legends Boston Celtics Basketball,,CDP-A45C00F,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jul-18-25 09:11:30 PDT","Sep-18-26 09:11:30 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226873350439",2024-25 Panini Prizm MONOPOLY Basketball Tyrese Haliburton #58 Indiana Pacers,,CDP-474A040,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-18-25 09:14:42 PDT","Sep-18-26 09:14:42 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226873351596",2024-25 Panini Prizm MONOPOLY #36 Isaiah Collier RC- Utah Jazz Rookie Basketball,,CDP-BE17CFA,"1","FIXED_PRICE","USD",1.25,,,1.25,"0","","","Jul-18-25 09:15:37 PDT","Sep-18-26 09:15:37 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226877121389",2022 Panini Select Draft PICKS - Concourse Kyler Murray #43 Blue Cardinals,,CDP-2E46E5F,"1","FIXED_PRICE","USD",1.75,,,1.75,"0","","","Jul-20-25 08:22:10 PDT","Aug-20-26 08:22:10 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226877148681",2024-25 Panini Prizm MONOPOLY - Zach Edey #24 Red Ruby Wave Prizm (RC) Grizzlies,,CDP-73DFC0D,"1","FIXED_PRICE","USD",4.99,,,4.99,"0","","","Jul-20-25 08:38:25 PDT","Aug-20-26 08:38:25 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226877229091",2021 Panini Prestige - ROOKIES JUSTIN FIELDS #203 (RC),,CDP-2B57DCC,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-20-25 09:34:02 PDT","Aug-20-26 09:34:02 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226877234772",2023 Panini MOSAIC - National Pride Justin Jefferson #265 Vikings Basketball,,CDP-A7D4FB1,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","0","","Jul-20-25 09:38:15 PDT","Aug-20-26 09:38:15 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226877271229",2023 Panini MOSAIC - Thunder Lane Fred Taylor #TL-FT Mosaic Prizm Basketball,,FB-1035-660EEC2,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-20-25 10:00:47 PDT","Aug-20-26 10:00:47 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226877472423",2021 Panini Prizm Draft PICKS Purple Wave Prizm Shaun Wade #137 Rookie RC,,FB-1142,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Jul-20-25 12:30:17 PDT","Aug-20-26 12:30:17 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226877482256",2024 Panini Prizm Draft PICKS - Victor Wembanyama #99 Spurs Basketball,,CDP-23DAFA8,"1","FIXED_PRICE","USD",4.0,,,4.0,"0","","","Jul-20-25 12:39:01 PDT","Aug-20-26 12:39:01 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226879880553",2024 Panini Prizm Draft PICK - All-American Tristen Newton #9 Purple Wave (RC),,CDP-26D07C4,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-21-25 18:48:27 PDT","Aug-21-26 18:48:27 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226879884807",2024 Panini Prizm - ROOKIES QUINYON MITCHELL #381 Lazer Prizm (RC) Eagles,,CDP-AE86A60,"1","FIXED_PRICE","USD",5.49,,,5.49,"0","","","Jul-21-25 18:53:28 PDT","Aug-21-26 18:53:28 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226879917608",2024 Panini Donruss - RETRO 1994 Ricky Pearsall #35 (RC) 49'ERS Rookie,,FB-1116,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-21-25 19:21:45 PDT","Aug-21-26 19:21:45 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226879925702",2024 Panini Prizm - ROOKIES EDGERRIN COOPER #331 Prizm (RC),,FB-1118,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-21-25 19:28:00 PDT","Aug-21-26 19:28:00 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226881734574",2024 Panini Prizm - EMERGENT JONATHON BROOKS #9 Green Ice Prizm (RC) Rookie,,CDP-B02D849,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-22-25 16:38:35 PDT","Aug-22-26 16:38:35 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226883608218",2024 Panini Prizm - ROOKIES JA'TAVION SANDERS #343 Prizm (RC),,CDP-F0811D3,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Jul-23-25 16:31:40 PDT","Aug-23-26 16:31:40 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226883621171",2024 Panini Prizm - ROOKIES DEVIN CULP #326 (RC) Bucs,,CDP-590F041,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","","","Jul-23-25 16:53:51 PDT","Aug-23-26 16:53:51 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226883637889",2024 Panini Prizm - ROOKIES #383 Ricky Pearsall (RC) 49'ERS,,CDP-E3DCA4C,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Jul-23-25 17:03:44 PDT","Aug-23-26 17:03:44 PDT","Trading Card Singles","261328","","","VERY_GOOD","","","","Excellent","","US","","",""
"226885294708",2024-25 Finest UEFA DOUGLAS LUIZ Pink Prism Refractor #106/125,,SR-1049,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jul-24-25 16:44:46 PDT","Aug-24-26 16:44:46 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226886652776",ODDISH REVERSE Holo English Pokemon TCG 043/165,,CDP-FA80955,"2","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jul-25-25 10:22:17 PDT","Aug-25-26 10:22:17 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226886658921",SNORLAX REVERSE Holo 143/165 Sv: Scarlet & Violet 151,,CDP-C0527A7,"1","FIXED_PRICE","USD",5.99,,,5.99,"0","1","","Jul-25-25 10:29:01 PDT","Aug-25-26 10:29:01 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226886662108",TCG POKÉMON MAGIKARP Common 129/165,,CDP-1F2DF77,"2","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jul-25-25 10:32:34 PDT","Aug-25-26 10:32:34 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226886667219",HAUNTER NON-HOLO SV: SCARLET & Violet 151 093/165 NM Uncommon,,CDP-9C9E199,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Jul-25-25 10:39:02 PDT","Aug-25-26 10:39:02 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226886673275",Pokemon TCG 151 Set Dugtrio 051/165 NM,,CDP-C2B7442,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Jul-25-25 10:44:50 PDT","Aug-25-26 10:44:50 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226886949477",POKÉMON TCG POKÉMON RHYHORN RHYHORN Common Reverse Holo,,CDP-DEEE258,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jul-25-25 15:47:22 PDT","Aug-25-26 15:47:22 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226886951575",TORNADUS PROMO WHITE FLARE #210,,CDP-74AB6F4,"1","FIXED_PRICE","USD",6.0,,,6.0,"0","","","Jul-25-25 15:51:01 PDT","Aug-25-26 15:51:01 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226886961377",POKÉMON TCG RESHIRAM EX RESHIRAM Double Rare Holo,,CDP-11901A7,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","0","","Jul-25-25 16:00:52 PDT","Aug-25-26 16:00:52 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226886979565",MANKEY Common Regular #056/165,,CDP-3F901D1,"2","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Jul-25-25 16:13:29 PDT","Aug-25-26 16:13:29 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226887000674",VOLTORB Common #100/165 SV: 151,,CDP-F02E2A9,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Jul-25-25 16:31:15 PDT","Aug-25-26 16:31:15 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226887002054",ODDISH REVERSE Holo #043/165 SV: 151,,CDP-BA708F7,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jul-25-25 16:33:09 PDT","Aug-25-26 16:33:09 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226887003374",KRABBY Common #98/165 SV: 151,,CDP-CBAD5AD,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Jul-25-25 16:36:00 PDT","Aug-25-26 16:36:00 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"226887013668",2024 Panini Prizm Draft PICKS #3 Ron Holland II Deep Space Prizms Silver,,CDP-1833051,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jul-25-25 16:53:18 PDT","Aug-25-26 16:53:18 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226887013675",2024 Panini Prizm Draft PICKS #5 Robert Dillingham Student Orientation,,CDP-5032C2E,"1","FIXED_PRICE","USD",1.69,,,1.69,"0","","","Jul-25-25 16:53:18 PDT","Aug-25-26 16:53:18 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226888636932",2023 Panini Select - SUITE TREVOR LAWRENCE #443,,FB-1130,"1","FIXED_PRICE","USD",4.99,,,4.99,"0","","","Jul-26-25 14:23:36 PDT","Aug-26-26 14:23:36 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226888660849",2024 Panini CLEARLY Donruss - Rated Rookie Joe Milton III #97 (RC),,FB-1219-A22BEBD,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Jul-26-25 14:56:53 PDT","Aug-26-26 14:56:53 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226888787624",2024 Donruss Optic QUINYON MITCHELL Purple Shock Rated Rookie #282 Eagles RC,,FB-1209,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Jul-26-25 17:10:36 PDT","Aug-26-26 17:10:36 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226888845985",2024 Panini Select - Select NUMBERS MARVIN HARRISON JR. #4 (RC) Cardinals Rookie,,FB-1163,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jul-26-25 18:08:16 PDT","Aug-26-26 18:08:16 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226890215797",2024 Panini Prizm DALLAS TURNER #324 Minnesota Vikings Basketball,,FB-1198,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","0","","Jul-27-25 17:18:26 PDT","Aug-27-26 17:18:26 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226890215800",2024 Panini Prizm - ROOKIES XAVIER WORTHY #399 Base (RC),,FB--0B07846,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Jul-27-25 17:18:26 PDT","Aug-27-26 17:18:26 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226893702746",2024 Panini Contenders DALLAS TURNER #25 Minnesota Vikings Basketball,,FB-1269,"1","FIXED_PRICE","USD",2.99,,,2.99,"0","0","","Jul-29-25 19:40:29 PDT","Aug-29-26 19:40:29 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226895228235",2024 Panini TOTALLY Certified - Christian McCaffrey #81 Pink Mirror 49'ERS,,FB-1238-06A8DD1,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","1","","Jul-30-25 16:36:24 PDT","Aug-30-26 16:36:24 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226895236031",2024 Panini TOTALLY Certified Rookies Max Melton #160 Red Mirror (RC) Cardinals,,FB-1227-757F240,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jul-30-25 16:47:36 PDT","Aug-30-26 16:47:36 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226895237365",2024 Panini TOTALLY Certified - Rookies Bucky Irving #110 Mirror Bucs RC,,FB-1239-3B91420,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jul-30-25 16:49:59 PDT","Aug-30-26 16:49:59 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226895249590",2024 Panini TOTALLY Certified New Generation Jerseys Brock Bowers #NGJ-BBS,,FB-1242,"1","FIXED_PRICE","USD",4.99,,,4.99,"0","","","Jul-30-25 17:01:22 PDT","Aug-30-26 17:01:22 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","7080281916","US","","",""
"226895391642",2024-25 Panini Prizm Premier League - JORDAN PICKFORD #12 Blue Pulsar Prizm,,SR-1073,"1","FIXED_PRICE","USD",5.49,,,5.49,"0","","","Jul-30-25 19:01:20 PDT","Aug-30-26 19:01:20 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226895398151",2024-25 Panini Select Premier League - EQUALIZERS MOHAMMED KUDUS #1,,CDP-1ABF058,"1","FIXED_PRICE","USD",4.49,,,4.49,"0","","","Jul-30-25 19:03:48 PDT","Aug-30-26 19:03:48 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226895403729",MORGAN ROGERS 2024 Select Premier League Equalizers Prizm #6 Aston Villa,,SR-1082,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jul-30-25 19:08:10 PDT","Aug-30-26 19:08:10 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226895413554",2024-25 Panini Select Premier League MEZZANINE WILFRED NDIDI #193 Red Ice Prizm,,SR-1090,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Jul-30-25 19:18:16 PDT","Aug-30-26 19:18:16 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226896499816",2024-25 Panini Select Premier League - TERRACE DARA O'SHEA #19 Red cracked Ice,,SR-1092,"1","FIXED_PRICE","USD",4.49,,,4.49,"0","","","Jul-31-25 09:48:55 PDT","Aug-31-26 09:48:55 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226896513851",LESLEY UGOCHUKWU 2024 Select Premier League Future Silver Prizm #10 Southampton,,SR-1088,"1","FIXED_PRICE","USD",6.99,,,6.99,"0","","","Jul-31-25 10:02:35 PDT","Aug-31-26 10:02:35 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226896705392",KALVIN PHILLIPS 2024-25 Panini Select EPL Red Craced Ice Tesselation #118,,SR-1080,"1","FIXED_PRICE","USD",4.49,,,4.49,"0","2","0","Jul-31-25 12:51:58 PDT","Aug-31-26 12:51:58 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226896705571",2024-25 Panini Select Premier League - Select FUTURE LEWIS HALL #18 Newcastle,,SR-1089,"1","FIXED_PRICE","USD",4.99,,,4.99,"0","","","Jul-31-25 12:52:07 PDT","Aug-31-26 12:52:07 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226896707772",2024-25 Panini Select Premier League - TERRACE NATHAN COLLINS #3 Red Ice Prizm,,SR-1081,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jul-31-25 12:55:28 PDT","Aug-31-26 12:55:28 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226896707801",KAI HAVERTZ 2024-25 Panini Select Premier League Unstoppable Silver Arsenal,,SR-1085,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jul-31-25 12:55:32 PDT","Aug-31-26 12:55:32 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226896718497",ANTHONY ELANGA 2024-25 Panini Select EPL #175 Red Ice Prizm Mezzanine,,SR-1091,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","0","","Jul-31-25 13:03:40 PDT","Aug-31-26 13:03:40 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226896721024",Panini Select Premier League - MEZZANINE JACK HINSHELWOOD #136 Ice Prizm (RC),,SR-1075,"1","FIXED_PRICE","USD",5.49,,,5.49,"0","","","Jul-31-25 13:06:10 PDT","Aug-31-26 13:06:10 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226896725365",2024-25 Panini Select Premier League - TERRACE MARCOS SENESI #61 Red Prizm,,SR-1078,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","0","","Jul-31-25 13:11:09 PDT","Aug-31-26 13:11:09 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"226899875507",2024-25 Panini TOTALLY Certified STEPHON CASTLE Rookie Red Mirror #167 Spurs RC,,CDP-644A232,"1","FIXED_PRICE","USD",7.49,,,7.49,"0","","","Aug-02-25 07:42:24 PDT","Sep-02-26 07:42:24 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226900563723",2022 Select Draft PICKS DK METCALF Red Lazer No. 50,,FB-1279,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Aug-02-25 18:50:55 PDT","Sep-02-26 18:50:55 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226901503359",2021 Panini SPECTRA Chronicles Draft Picks - Spectra Jaylen Waddle #285 (RC),,CDP-2F82C77,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Aug-03-25 08:51:22 PDT","Sep-03-26 08:51:22 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226901510526",2024 Panini Select - PHENOMENON MICHAEL PENIX JR. #5 Silver Prizm (RC) Rookie,,CDP-3FF38EA,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","","Aug-03-25 08:56:37 PDT","Sep-03-26 08:56:37 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226901534211",2022 Panini ILLUSIONS - Amon-Ra St. Brown #32,,CDP-F72D4A1,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Aug-03-25 09:16:17 PDT","Sep-03-26 09:16:17 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226903259317",2024 Donruss CADE STOVER #304 Houston Texans Basketball,,CDP-1964986,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Aug-04-25 08:28:57 PDT","Sep-04-26 08:28:57 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226903447621",2024 Donruss Optic CADE STOVER #218 Houston Texans Basketball,,FB-1327,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Aug-04-25 11:16:46 PDT","Sep-04-26 11:16:46 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226903447641",2024 Donruss Optic ANTHONY GOULD #205 Indianapolis Colts Basketball,,FB-1323,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Aug-04-25 11:16:46 PDT","Sep-04-26 11:16:46 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226903447657",2022 Leaf Draft KENNETH WALKER III #B-KW2 Michigan State Spartans,,FB-1331,"1","FIXED_PRICE","USD",4.99,,,4.99,"0","","","Aug-04-25 11:16:46 PDT","Sep-04-26 11:16:46 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
"226903798099",2024 Panini Prizm Draft PICKS BLAKE CORUM #128 Michigan Wolverines,,CDP-C219B0D,"1","FIXED_PRICE","USD",3.49,,,3.49,"0","","","Aug-04-25 16:34:06 PDT","Sep-04-26 16:34:06 PDT","Trading Card Singles","261328","","","Ungraded","","","","Excellent","","US","","",""
