Action,ItemID,EndingReason
End,226973091711,NotAvailable
End,226973091730,NotAvailable
End,226973091759,NotAvailable
End,226973091801,NotAvailable
End,226973091818,NotAvailable
End,226973195009,NotAvailable
End,226973195852,NotAvailable
End,226973195867,NotAvailable
End,226973196204,NotAvailable
End,226973196217,NotAvailable
End,226973196285,NotAvailable
End,226973196334,NotAvailable
End,226978020915,NotAvailable
End,226978021179,NotAvailable
End,226978021197,NotAvailable
End,226978021245,NotAvailable
End,226978021290,NotAvailable
End,226978021352,NotAvailable
End,226978021411,NotAvailable
End,226978021467,NotAvailable
End,226978021481,NotAvailable
End,226978021497,NotAvailable
End,226978021527,NotAvailable
End,226978021533,NotAvailable
End,226978021556,NotAvailable
End,226978021560,NotAvailable
End,226978021590,NotAvailable
End,226978021615,NotAvailable
End,226978021765,NotAvailable
End,226978021802,NotAvailable
End,226978021810,NotAvailable
End,226978021867,NotAvailable
End,226978021870,NotAvailable
End,226978021900,NotAvailable
End,226978021901,NotAvailable
End,226978021929,NotAvailable
End,226978021932,NotAvailable
End,226978062181,NotAvailable
End,226978062182,NotAvailable
End,226978062187,NotAvailable
End,226978062189,NotAvailable
End,226978062190,NotAvailable
End,226978062192,NotAvailable
End,226978062193,NotAvailable
End,226978062194,NotAvailable
End,226978062198,NotAvailable
End,226978062199,NotAvailable
End,226978062200,NotAvailable
End,226978062201,NotAvailable
End,226978062206,NotAvailable
End,226978062207,NotAvailable
End,226978062210,NotAvailable
End,226979454838,NotAvailable
End,226979454841,NotAvailable
End,226979687369,NotAvailable
End,226979712832,NotAvailable
End,226979712889,NotAvailable
End,226979713206,NotAvailable
End,226979713244,NotAvailable
End,226979774261,NotAvailable
End,226979774290,NotAvailable
End,226979774311,NotAvailable
End,226979774312,NotAvailable
End,226979774327,NotAvailable
End,226979774465,NotAvailable
End,226979774484,NotAvailable
End,226979774513,NotAvailable
End,226979774553,NotAvailable
End,226979774554,NotAvailable
End,226979774595,NotAvailable
End,226979774623,NotAvailable
End,226979774651,NotAvailable
End,226979774712,NotAvailable
End,226979774801,NotAvailable
End,226979774827,NotAvailable
End,226979774873,NotAvailable
End,226979774896,NotAvailable
End,226979774922,NotAvailable
End,226979774933,NotAvailable
End,226979774954,NotAvailable
End,226979774962,NotAvailable
End,226979774993,NotAvailable
End,226979774994,NotAvailable
End,226979775021,NotAvailable
End,226979775022,NotAvailable
End,226983228414,NotAvailable
End,226983230120,NotAvailable
End,226983241089,NotAvailable
End,226987526716,NotAvailable
End,226987526719,NotAvailable
End,226987526772,NotAvailable
End,226987527188,NotAvailable
End,226987527708,NotAvailable
End,226987527895,NotAvailable
End,226987528221,NotAvailable
End,226987528379,NotAvailable
End,226987528626,NotAvailable
End,226987529208,NotAvailable
End,226987529585,NotAvailable
End,226987529728,NotAvailable
End,226987530160,NotAvailable
End,226987530565,NotAvailable
End,226989333857,NotAvailable
End,226989334074,NotAvailable
End,226989334143,NotAvailable
End,226989334341,NotAvailable
End,226989335604,NotAvailable
End,226990353483,NotAvailable
End,226990353577,NotAvailable
End,226990353733,NotAvailable
End,226990353903,NotAvailable
End,226990353974,NotAvailable
End,226990354135,NotAvailable
End,226990354242,NotAvailable
End,226990354407,NotAvailable
End,226990354457,NotAvailable
End,226990354613,NotAvailable
End,226990354651,NotAvailable
End,226990354675,NotAvailable
End,226990354687,NotAvailable
End,226990354737,NotAvailable
End,226990354738,NotAvailable
End,226990354774,NotAvailable
End,226990354783,NotAvailable
End,226990354839,NotAvailable
End,226990354855,NotAvailable
End,226990354913,NotAvailable
End,226990354927,NotAvailable
End,226990354992,NotAvailable
End,226990355046,NotAvailable
End,226990355069,NotAvailable
End,226990355085,NotAvailable
End,226991052651,NotAvailable
End,226991057282,NotAvailable
End,226992654973,NotAvailable
End,226994253511,NotAvailable
End,226994253515,NotAvailable
End,226995723834,NotAvailable
End,226995726837,NotAvailable
End,226995729077,NotAvailable
End,226995729124,NotAvailable
End,226995732640,NotAvailable
End,226995735238,NotAvailable
End,226995736250,NotAvailable
End,226995737789,NotAvailable
End,226995746071,NotAvailable
End,226995749128,NotAvailable
End,226995754023,NotAvailable
End,226995760746,NotAvailable
End,226995760803,NotAvailable
End,226995760818,NotAvailable
End,226995766517,NotAvailable
End,226995766585,NotAvailable
End,226995785551,NotAvailable
End,226995800188,NotAvailable
End,226995800212,NotAvailable
End,226995800237,NotAvailable
End,226995800255,NotAvailable
End,226995800266,NotAvailable
End,226995800286,NotAvailable
End,226995800290,NotAvailable
End,226996319722,NotAvailable
End,226996319762,NotAvailable
End,226996319795,NotAvailable
End,226996319825,NotAvailable
End,226996319850,NotAvailable
End,226996319875,NotAvailable
End,226996319927,NotAvailable
End,226996339597,NotAvailable
End,226996417216,NotAvailable
End,226996417226,NotAvailable
End,226996417248,NotAvailable
End,226996417255,NotAvailable
End,226996417272,NotAvailable
End,226996417279,NotAvailable
End,226996417313,NotAvailable
End,226996417319,NotAvailable
End,226996417346,NotAvailable
End,226996417375,NotAvailable
End,226996417376,NotAvailable
End,226996417404,NotAvailable
End,226996417405,NotAvailable
End,226996417455,NotAvailable
End,226996417474,NotAvailable
