Action,ItemID,EndingReason
End,227333148737,NotAvailable
End,227333149013,NotAvailable
End,227333149298,NotAvailable
End,227333149380,NotAvailable
End,227333149420,NotAvailable
End,227333149427,NotAvailable
End,227333149524,NotAvailable
End,227333149589,NotAvailable
End,227333149644,NotAvailable
End,227333149688,NotAvailable
End,227334664206,NotAvailable
End,227334664327,NotAvailable
End,227336198531,NotAvailable
End,227336199078,NotAvailable
End,227336199274,NotAvailable
End,227338674814,NotAvailable
